value,datetime,datetime_utc,tz_time,geo_id,geo_name
5980.0,2025-12-17 00:00:00+01:00,2025-12-16T23:00:00Z,2025-12-16T23:00:00.000Z,8741,Península
22678.0,2025-12-17 01:00:00+01:00,2025-12-17T00:00:00Z,2025-12-17T00:00:00.000Z,8741,Península
22625.0,2025-12-17 02:00:00+01:00,2025-12-17T01:00:00Z,2025-12-17T01:00:00.000Z,8741,Península
16348.0,2025-12-17 03:00:00+01:00,2025-12-17T02:00:00Z,2025-12-17T02:00:00.000Z,8741,Península
20917.0,2025-12-17 04:00:00+01:00,2025-12-17T03:00:00Z,2025-12-17T03:00:00.000Z,8741,Península
9475.0,2025-12-17 05:00:00+01:00,2025-12-17T04:00:00Z,2025-12-17T04:00:00.000Z,8741,Península
4535.0,2025-12-17 06:00:00+01:00,2025-12-17T05:00:00Z,2025-12-17T05:00:00.000Z,8741,Península
7938.0,2025-12-17 07:00:00+01:00,2025-12-17T06:00:00Z,2025-12-17T06:00:00.000Z,8741,Península
3659.0,2025-12-17 08:00:00+01:00,2025-12-17T07:00:00Z,2025-12-17T07:00:00.000Z,8741,Península
6355.0,2025-12-17 09:00:00+01:00,2025-12-17T08:00:00Z,2025-12-17T08:00:00.000Z,8741,Península
5832.0,2025-12-17 10:00:00+01:00,2025-12-17T09:00:00Z,2025-12-17T09:00:00.000Z,8741,Península
2529.0,2025-12-17 11:00:00+01:00,2025-12-17T10:00:00Z,2025-12-17T10:00:00.000Z,8741,Península
2308.0,2025-12-17 12:00:00+01:00,2025-12-17T11:00:00Z,2025-12-17T11:00:00.000Z,8741,Península
4345.0,2025-12-17 13:00:00+01:00,2025-12-17T12:00:00Z,2025-12-17T12:00:00.000Z,8741,Península
5217.0,2025-12-17 14:00:00+01:00,2025-12-17T13:00:00Z,2025-12-17T13:00:00.000Z,8741,Península
2804.0,2025-12-17 15:00:00+01:00,2025-12-17T14:00:00Z,2025-12-17T14:00:00.000Z,8741,Península
2875.0,2025-12-17 16:00:00+01:00,2025-12-17T15:00:00Z,2025-12-17T15:00:00.000Z,8741,Península
3194.0,2025-12-17 17:00:00+01:00,2025-12-17T16:00:00Z,2025-12-17T16:00:00.000Z,8741,Península
3575.0,2025-12-17 18:00:00+01:00,2025-12-17T17:00:00Z,2025-12-17T17:00:00.000Z,8741,Península
8488.0,2025-12-17 19:00:00+01:00,2025-12-17T18:00:00Z,2025-12-17T18:00:00.000Z,8741,Península
4461.0,2025-12-17 20:00:00+01:00,2025-12-17T19:00:00Z,2025-12-17T19:00:00.000Z,8741,Península
4868.0,2025-12-17 21:00:00+01:00,2025-12-17T20:00:00Z,2025-12-17T20:00:00.000Z,8741,Península
5101.0,2025-12-17 22:00:00+01:00,2025-12-17T21:00:00Z,2025-12-17T21:00:00.000Z,8741,Península
